genes,label,Category_cl
SLC29A4,1,Protein Coding
SLC2A1,1,Protein Coding
SLC2A10,1,Protein Coding
SLC2A11,0,Protein Coding
SLC2A12,0,Protein Coding
SLC2A13,1,Protein Coding
SLC2A14,1,Protein Coding
SLC2A2,1,Protein Coding
SLC2A3,1,Protein Coding
SLC2A3P2,0,Pseudogene
SLC2A4,0,Protein Coding
SLC2A4RG,1,TF
SLC2A5,1,Protein Coding
SLC2A6,1,Protein Coding
SLC2A7,0,Protein Coding
SLC2A8,0,Protein Coding
SLC2A9,1,Protein Coding
SLC30A1,1,Protein Coding
SLC30A10,0,Protein Coding
SLC30A2,1,Protein Coding
SLC30A3,0,Protein Coding
SLC30A4,0,Protein Coding
SLC30A5,1,Protein Coding
SLC30A6,1,Protein Coding
SLC30A7,0,Protein Coding
SLC30A8,1,Protein Coding
SLC30A9,0,TF
SLC31A1,1,Protein Coding
SLC31A2,1,Protein Coding
SLC32A1,0,Protein Coding
SLC33A1,1,Protein Coding
SLC34A1,0,Protein Coding
SLC34A2,1,Protein Coding
SLC34A3,0,Protein Coding
SLC35A1,1,Protein Coding
SLC35A2,1,Protein Coding
SLC35A3,0,Protein Coding
SLC35A4,1,Protein Coding
SLC35A5,1,Protein Coding
SLC35B1,0,Protein Coding
SLC35B2,0,Protein Coding
SLC35B3,1,Protein Coding
SLC35B4,0,Protein Coding
SLC35C1,1,Protein Coding
SLC35C2,1,Protein Coding
SLC35D1,1,Protein Coding
SLC35D2,1,Protein Coding
SLC35D3,1,Protein Coding
SLC35E1,1,Protein Coding
SLC35E2A,0,Protein Coding
SLC35E2B,1,Protein Coding
SLC35E3,0,Protein Coding
SLC35E4,1,Protein Coding
SLC35F1,0,Protein Coding
SLC35F2,1,Protein Coding
SLC35F3,1,Protein Coding
SLC35F4,0,Protein Coding
SLC35F5,1,Protein Coding
SLC35F6,0,Protein Coding
SLC35G1,1,Protein Coding
SLC35G2,1,Protein Coding
SLC35G5,0,Protein Coding
SLC35G6,1,Protein Coding
SLC36A1,0,Protein Coding
SLC36A2,0,Protein Coding
SLC36A3,0,Protein Coding
SLC36A4,1,Protein Coding
SLC37A1,1,Protein Coding
SLC37A2,1,Protein Coding
SLC37A3,1,Protein Coding
SLC37A4,0,Protein Coding
SLC38A1,1,Protein Coding
SLC38A10,1,Protein Coding
SLC38A11,1,Protein Coding
SLC38A2,1,Protein Coding
SLC38A3,1,Protein Coding
SLC38A4,0,Protein Coding
SLC38A5,1,Protein Coding
SLC38A6,0,Protein Coding
SLC38A7,1,Protein Coding
SLC38A9,1,Protein Coding
SLC39A1,0,Protein Coding
SLC39A10,1,TF
SLC39A11,1,Protein Coding
SLC39A12,1,Protein Coding
SLC39A12-AS1,1,lncRNA
SLC39A13,1,Protein Coding
SLC39A14,1,Protein Coding
SLC39A2,0,Protein Coding
SLC39A3,1,Protein Coding
SLC39A4,1,Protein Coding
SLC39A5,1,Protein Coding
SLC39A6,1,Protein Coding
SLC39A7,1,Protein Coding
SLC39A8,1,Protein Coding
SLC39A9,0,Protein Coding
SLC3A1,1,Protein Coding
SLC3A2,1,Protein Coding
SLC40A1,1,Protein Coding
SLC41A1,1,Protein Coding
SLC41A2,1,Protein Coding
SLC41A3,1,Protein Coding
SLC43A1,1,Protein Coding
SLC43A2,1,Protein Coding
SLC43A3,1,Protein Coding
SLC44A1,0,Protein Coding
SLC44A2,0,Protein Coding
SLC44A3,1,Protein Coding
SLC44A3-AS1,0,lncRNA
SLC44A4,1,Protein Coding
SLC44A5,0,Protein Coding
SLC45A1,1,Protein Coding
SLC45A2,1,Protein Coding
SLC45A3,1,Protein Coding
SLC45A4,0,Protein Coding
SLC46A1,0,Protein Coding
SLC46A2,1,Protein Coding
SLC46A3,1,Protein Coding
SLC47A1,1,Protein Coding
SLC47A2,1,Protein Coding
SLC48A1,1,Protein Coding
SLC49A3,0,Protein Coding
SLC49A4,0,Protein Coding
SLC4A1,1,Protein Coding
SLC4A10,1,TF
SLC4A11,1,Protein Coding
SLC4A1AP,0,Protein Coding
SLC4A2,1,Protein Coding
SLC4A3,0,Protein Coding
SLC4A4,1,Protein Coding
SLC4A5,0,Protein Coding
SLC4A7,1,Protein Coding
SLC4A8,0,Protein Coding
SLC4A9,0,Protein Coding
SLC50A1,0,Protein Coding
SLC51A,0,Protein Coding
SLC51B,1,Protein Coding
SLC52A1,1,Protein Coding
SLC52A2,1,Protein Coding
SLC52A3,1,Protein Coding
SLC5A1,1,Protein Coding
SLC5A10,0,Protein Coding
SLC5A11,1,Protein Coding
SLC5A12,0,Protein Coding
SLC5A2,1,Protein Coding
SLC5A3,1,Protein Coding
SLC5A4,0,Protein Coding
SLC5A4-AS1,0,lncRNA
SLC5A5,1,Protein Coding
SLC5A6,1,Protein Coding
SLC5A7,1,Protein Coding
SLC5A8,1,Protein Coding
SLC5A9,1,Protein Coding
SLC66A1,0,Protein Coding
SLC66A1L,0,Protein Coding
SLC66A2,0,Protein Coding
SLC66A3,0,Protein Coding
SLC6A1,1,Protein Coding
SLC6A10P,0,Pseudogene
SLC6A11,0,Protein Coding
SLC6A12,1,Protein Coding
SLC6A13,1,Protein Coding
SLC6A14,1,Protein Coding
SLC6A15,1,Protein Coding
SLC6A16,1,Protein Coding
SLC6A17,1,Protein Coding
SLC6A18,0,Protein Coding
SLC6A19,1,Protein Coding
SLC6A1-AS1,0,lncRNA
SLC6A2,0,Protein Coding
SLC6A20,1,Protein Coding
SLC6A3,0,Protein Coding
SLC6A4,1,Protein Coding
SLC6A5,0,Protein Coding
SLC6A6,1,Protein Coding
SLC6A7,0,Protein Coding
SLC6A8,1,Protein Coding
SLC6A9,1,Protein Coding
SLC7A1,0,Protein Coding
SLC7A10,0,Protein Coding
SLC7A11,1,Protein Coding
SLC7A11-AS1,0,lncRNA
SLC7A13,0,Protein Coding
SLC7A14,0,Protein Coding
SLC7A2,1,Protein Coding
SLC7A3,0,Protein Coding
SLC7A4,1,Protein Coding
SLC7A5,1,Protein Coding
SLC7A6,1,Protein Coding
SLC7A6OS,0,Protein Coding
SLC7A7,1,Protein Coding
SLC7A8,1,Protein Coding
SLC7A9,0,Protein Coding
SLC8A1,1,Protein Coding
SLC8A2,1,Protein Coding
SLC8A3,1,Protein Coding
SLC8B1,1,Protein Coding
SLC9A1,1,Protein Coding
SLC9A2,1,Protein Coding
SLC9A3,1,Protein Coding
SLC9A3P3,0,Pseudogene
SLC9A3R1,1,Protein Coding
SLC9A3R2,1,Protein Coding
SLC9A4,0,Protein Coding
SLC9A5,1,Protein Coding
SLC9A6,1,Protein Coding
SLC9A7,1,Protein Coding
SLC9A7P1,0,Pseudogene
SLC9A8,1,Protein Coding
SLC9A9,1,Protein Coding
SLC9B1,0,Protein Coding
SLC9B2,1,Protein Coding
SLC9C2,0,Protein Coding
SLCO1A2,1,Protein Coding
SLCO1B1,0,Protein Coding
SLCO1B3,1,Protein Coding
SLCO1C1,0,Protein Coding
SLCO2A1,1,Protein Coding
SLCO2B1,1,Protein Coding
SLCO3A1,0,Protein Coding
SLCO4A1,1,Protein Coding
SLCO4C1,1,Protein Coding
SLCO5A1,0,Protein Coding
SLCO6A1,0,Protein Coding
SLF1,0,Protein Coding
SLF2,0,Protein Coding
SLFN11,1,Protein Coding
SLFN12,1,Protein Coding
SLFN12L,1,Protein Coding
SLFN13,1,Protein Coding
SLFN14,1,Protein Coding
SLFN5,0,Protein Coding
SLFNL1,0,Protein Coding
SLFNL1-AS1,0,lncRNA
SLIRP,0,TF
SLIT1,0,Protein Coding
SLIT1-AS1,0,lncRNA
SLIT2,1,Protein Coding
SLIT2-IT1,0,lncRNA
SLIT3,1,Protein Coding
SLITRK1,0,Protein Coding
SLITRK2,1,Protein Coding
SLITRK3,1,Protein Coding
SLITRK4,1,Protein Coding
SLITRK5,1,Protein Coding
SLITRK6,1,Protein Coding
SLK,1,Protein Coding
SLMAP,1,Protein Coding
SLN,0,Protein Coding
SLPI,1,Protein Coding
SLTM,1,TF
SLU7,0,Protein Coding
SLURP1,1,Protein Coding
SLURP2,0,Protein Coding
SLX1A,1,Protein Coding
SLX1A-SULT1A3,0,other
SLX1B,0,Protein Coding
SLX4,0,Protein Coding
SLX4IP,0,Protein Coding
SMAD1,1,TF
SMAD1-AS1,0,lncRNA
SMAD2,0,TF
SMAD3,1,TF
SMAD4,1,TF
SMAD5,0,TF
SMAD5-AS1,0,lncRNA
SMAD6,1,TF
SMAD7,1,TF
SMAD9,1,TF
SMAGP,1,Protein Coding
SMAP1,0,Protein Coding
SMAP2,1,Protein Coding
SMARCA1,1,TF
SMARCA2,0,TF
SMARCA4,0,TF
SMARCA5,0,TF
SMARCAD1,1,TF
SMARCAL1,0,TF
SMARCB1,0,TF
SMARCC1,1,TF
SMARCC2,0,TF
SMARCD1,1,TF
SMARCD2,1,TF
SMARCD3,1,TF
SMARCE1,1,TF
SMARCE1P1,0,Pseudogene
SMARCE1P2,0,Pseudogene
SMARCE1P3,0,Pseudogene
SMARCE1P5,0,Pseudogene
SMC1A,1,Protein Coding
SMC1B,0,Protein Coding
SMC2,1,Protein Coding
SMC3,0,Protein Coding
SMC4,1,Protein Coding
SMC5,0,Protein Coding
SMC6,0,Protein Coding
SMCHD1,1,Protein Coding
SMCO1,0,Protein Coding
SMCO2,1,Protein Coding
SMCO3,0,Protein Coding
SMCO4,1,Protein Coding
SMCP,0,Protein Coding
SMCR2,0,lncRNA
SMCR5,0,lncRNA
SMCR8,1,Protein Coding
SMDT1,1,Protein Coding
SMG1,1,Protein Coding
SMG1P1,0,Pseudogene
SMG1P2,0,Pseudogene
SMG1P3,0,Pseudogene
SMG1P5,0,Pseudogene
SMG1P6,0,Pseudogene
SMG1P7,0,Pseudogene
SMG5,0,Protein Coding
SMG6,0,Protein Coding
SMG7,0,Protein Coding
SMG7-AS1,0,lncRNA
SMG8,0,Protein Coding
SMG9,0,Protein Coding
SMIM1,1,Protein Coding
SMIM10L1,1,Protein Coding
SMIM10L2A,0,Protein Coding
SMIM10L2B,1,Protein Coding
SMIM11B,0,other
SMIM11P1,0,Pseudogene
SMIM12,0,Protein Coding
SMIM13,1,Protein Coding
SMIM14,1,Protein Coding
SMIM15,1,Protein Coding
SMIM17,0,Protein Coding
SMIM18,0,Protein Coding
SMIM19,0,Protein Coding
SMIM20,0,Protein Coding
SMIM21,0,Protein Coding
SMIM24,1,Protein Coding
SMIM26,1,Protein Coding
SMIM27,1,Protein Coding
SMIM29,1,Protein Coding
SMIM2-AS1,1,lncRNA
SMIM3,1,Protein Coding
SMIM30,0,Protein Coding
SMIM31,1,Protein Coding
SMIM4,0,Protein Coding
SMIM40,0,Protein Coding
SMIM5,1,Protein Coding
SMIM7,1,Protein Coding
SMIM8,0,Protein Coding
SMIM9,0,Protein Coding
SMKR1,1,Protein Coding
SMLR1,0,Protein Coding
SMN1,1,Protein Coding
SMN2,0,Protein Coding
SMNDC1,0,Protein Coding
SMO,1,Protein Coding
SMOC1,1,Protein Coding
SMOC2,1,Protein Coding
SMOX,1,Protein Coding
SMPD1,1,Protein Coding
SMPD2,0,Protein Coding
SMPD3,1,Protein Coding
SMPD4,1,Protein Coding
SMPD4BP,0,Pseudogene
SMPD4P2,0,Pseudogene
SMPDL3A,1,Protein Coding
SMPDL3B,1,Protein Coding
SMPX,1,Protein Coding
SMR3A,0,Protein Coding
SMR3B,1,Protein Coding
SMS,0,Protein Coding
SMTN,1,Protein Coding
SMTNL1,0,Protein Coding
SMTNL2,0,Protein Coding
SMU1,0,Protein Coding
SMUG1,0,Protein Coding
SMURF1,1,Protein Coding
SMURF2,0,TF
SMURF2P1,0,Pseudogene
SMYD1,0,TF
SMYD2,0,Protein Coding
SMYD3,1,TF
SMYD3-IT1,0,lncRNA
SMYD4,1,Protein Coding
SMYD5,0,Protein Coding
SNAI1,1,TF
SNAI2,1,TF
SNAI3,1,TF
SNAI3-AS1,0,lncRNA
SNAP23,1,Protein Coding
SNAP25,0,Protein Coding
SNAP25-AS1,1,lncRNA
SNAP29,0,Protein Coding
SNAP47,1,Protein Coding
SNAP91,0,Protein Coding
SNAPC1,0,TF
SNAPC2,0,TF
SNAPC3,1,TF
SNAPC4,0,TF
SNAPC5,1,TF
SNAPIN,1,Protein Coding
SNCA,1,Protein Coding
SNCAIP,1,Protein Coding
SNCB,0,Protein Coding
SNCG,0,Protein Coding
SND1,0,TF
SND1-IT1,1,lncRNA
SNED1,1,Protein Coding
SNF8,1,TF
SNHG1,0,lncRNA
SNHG10,1,lncRNA
SNHG11,0,lncRNA
SNHG12,1,lncRNA
SNHG14,0,lncRNA
SNHG15,1,lncRNA
SNHG16,0,lncRNA
SNHG17,0,lncRNA
SNHG18,1,lncRNA
SNHG20,0,lncRNA
SNHG21,0,lncRNA
SNHG22,0,lncRNA
SNHG26,0,lncRNA
SNHG28,0,lncRNA
SNHG29,0,lncRNA
SNHG3,0,lncRNA
SNHG30,0,lncRNA
SNHG32,0,lncRNA
SNHG4,0,lncRNA
SNHG5,0,lncRNA
SNHG6,0,lncRNA
SNHG7,1,lncRNA
SNHG8,1,lncRNA
SNHG9,1,lncRNA
SNIP1,0,TF
SNN,1,Protein Coding
SNORA11,0,other
SNORA11B,0,other
SNORA12,0,other
SNORA13,0,other
SNORA14A,0,other
SNORA14B,0,other
SNORA15,0,other
SNORA19,0,other
SNORA20,0,other
SNORA22,0,other
SNORA23,0,other
SNORA2A,0,other
SNORA2B,0,other
SNORA2C,0,other
SNORA30,0,other
SNORA31,0,other
SNORA33,0,other
SNORA37,0,other
SNORA38,0,other
SNORA38B,0,other
SNORA3B,0,other
SNORA46,0,other
SNORA47,0,other
SNORA49,0,other
SNORA53,0,other
SNORA54,0,other
SNORA58,0,other
SNORA59B,0,other
SNORA5A,0,other
SNORA5C,0,other
SNORA62,0,other
SNORA63,0,other
SNORA65,0,other
SNORA66,0,other
SNORA69,0,other
SNORA70,0,other
SNORA70B,0,other
SNORA70G,0,other
SNORA71B,0,other
SNORA72,0,other
SNORA73B,0,other
SNORA74A,0,other
SNORA74B,0,other
SNORA75,0,other
SNORA77,0,other
SNORA79,0,other
SNORA7B,0,other
SNORA80A,0,other
SNORA80B,0,other
SNORA80E,0,other
SNORA84,0,other
SNORC,0,Protein Coding
SNORD100,0,other
SNORD101,0,other
SNORD104,0,other
SNORD105,0,other
SNORD105B,0,other
SNORD11,0,other
SNORD111,0,other
SNORD111B,0,other
SNORD117,0,other
SNORD121A,0,other
SNORD121B,0,other
SNORD123,0,other
SNORD124,0,other
SNORD126,0,other
SNORD127,0,other
SNORD12B,0,other
SNORD12C,0,other
SNORD13,0,other
SNORD14E,0,other
SNORD15A,0,other
SNORD15B,0,other
SNORD17,0,other
SNORD19,0,other
SNORD1B,0,other
SNORD27,0,other
SNORD37,0,other
SNORD38A,0,other
SNORD3A,0,other
SNORD3B-1,0,other
SNORD3B-2,0,other
SNORD3C,0,other
SNORD41,0,other
SNORD46,0,other
SNORD51,0,other
SNORD53,0,other
SNORD59A,0,other
SNORD6,0,other
SNORD62A,0,other
SNORD62B,0,other
SNORD66,0,other
SNORD67,0,other
SNORD69,0,other
SNORD70,0,other
SNORD71,0,other
SNORD72,0,other
SNORD79,0,other
SNORD82,0,other
SNORD83A,0,other
SNORD88A,0,other
SNORD89,0,other
SNORD9,0,other
SNORD90,0,other
SNORD91A,0,other
SNORD91B,0,other
SNORD92,0,other
SNORD93,0,other
SNORD94,0,other
SNORD98,0,other
SNORD99,0,other
SNPH,1,Protein Coding
SNRK,1,Protein Coding
SNRK-AS1,0,lncRNA
SNRNP200,1,Protein Coding
SNRNP25,0,Protein Coding
SNRNP27,0,Protein Coding
SNRNP35,0,Protein Coding
SNRNP40,0,Protein Coding
SNRNP48,0,Protein Coding
SNRNP70,0,TF
SNRPA,1,TF
SNRPA1,0,Protein Coding
SNRPB,0,TF
SNRPB2,1,TF
SNRPC,1,Protein Coding
SNRPCP2,0,Pseudogene
SNRPD1,0,TF
SNRPD2,1,Protein Coding
SNRPD3,0,Protein Coding
SNRPE,1,Protein Coding
SNRPEP4,0,Pseudogene
SNRPF,0,Protein Coding
SNRPFP1,0,Pseudogene
SNRPG,1,Protein Coding
SNRPGP15,0,Pseudogene
SNRPGP3,0,Pseudogene
SNRPN,1,Protein Coding
SNTA1,1,Protein Coding
SNTB1,1,Protein Coding
SNTB2,1,Protein Coding
SNTG1,0,Protein Coding
SNTG2,1,Protein Coding
SNTN,1,Protein Coding
SNU13,1,Protein Coding
SNUPN,1,Protein Coding
SNURF,0,Protein Coding
SNW1,0,TF
SNX1,1,Protein Coding
SNX10,1,Protein Coding
SNX11,0,Protein Coding
SNX12,0,Protein Coding
SNX13,1,Protein Coding
SNX14,0,Protein Coding
SNX15,0,Protein Coding
SNX16,1,Protein Coding
SNX17,0,Protein Coding
SNX18,1,Protein Coding
SNX18P14,0,Pseudogene
SNX19,0,Protein Coding
SNX2,1,Protein Coding
SNX20,1,Protein Coding
SNX21,1,Protein Coding
SNX22,1,Protein Coding
SNX24,0,Protein Coding
SNX25,1,Protein Coding
SNX27,1,Protein Coding
SNX29,1,Protein Coding
SNX29P1,0,Pseudogene
SNX29P2,0,Pseudogene
SNX3,1,Protein Coding
SNX30,1,Protein Coding
SNX31,0,Protein Coding
SNX32,0,Protein Coding
SNX33,1,Protein Coding
SNX4,0,Protein Coding
SNX5,1,Protein Coding
SNX6,0,TF
SNX6P1,0,Pseudogene
SNX7,1,Protein Coding
SNX8,0,Protein Coding
SNX9,1,Protein Coding
SOAT1,1,Protein Coding
SOAT2,0,Protein Coding
SOBP,1,Protein Coding
SOCS1,1,Protein Coding
SOCS2,1,Protein Coding
SOCS2-AS1,0,lncRNA
SOCS3,1,Protein Coding
SOCS4,1,Protein Coding
SOCS5,1,Protein Coding
SOCS6,1,Protein Coding
SOCS7,1,Protein Coding
SOD1,1,Protein Coding
SOD2,1,TF
SOD3,1,Protein Coding
SOGA1,1,Protein Coding
SOGA3,1,Protein Coding
SOHLH1,0,TF
SOHLH2,0,TF
SON,1,Protein Coding
SORBS1,1,Protein Coding
SORBS2,1,TF
SORBS3,1,TF
SORCS1,0,Protein Coding
SORCS2,1,Protein Coding
SORCS3,0,Protein Coding
SORD,1,Protein Coding
SORD2P,0,Pseudogene
SORL1,1,Protein Coding
SORT1,1,Protein Coding
SOS1,0,Protein Coding
SOS1-IT1,0,lncRNA
SOS2,1,Protein Coding
SOST,0,Protein Coding
SOSTDC1,1,Protein Coding
SOWAHA,1,Protein Coding
SOWAHB,1,Protein Coding
SOWAHC,1,Protein Coding
SOWAHD,1,Protein Coding
SOX1,0,TF
SOX10,0,TF
SOX11,0,TF
SOX12,1,TF
SOX13,1,TF
SOX14,0,TF
SOX15,0,TF
SOX17,1,TF
SOX18,1,TF
SOX1-OT,0,lncRNA
SOX2,1,TF
SOX21,1,TF
SOX21-AS1,0,lncRNA
SOX2-OT,0,lncRNA
SOX3,1,TF
SOX30,1,TF
SOX4,1,TF
SOX5,1,TF
SOX6,0,TF
SOX7,1,TF
SOX8,1,TF
SOX9,1,TF
SOX9-AS1,0,lncRNA
SP1,1,TF
SP100,1,TF
SP110,1,TF
SP140,1,TF
SP140L,0,TF
SP2,0,TF
SP2-AS1,0,lncRNA
SP3,1,TF
SP3P,0,Pseudogene
SP4,0,TF
SP5,1,TF
SP6,1,TF
SP7,0,TF
SP8,0,TF
SP9,0,TF
SPA17,1,Protein Coding
SPAAR,1,Protein Coding
SPACA1,0,Protein Coding
SPACA3,0,Protein Coding
SPACA4,1,Protein Coding
SPACA5,0,Protein Coding
SPACA6,1,Protein Coding
SPACA7,0,Protein Coding
SPACA9,1,Protein Coding
SPAG1,1,Protein Coding
SPAG16,1,Protein Coding
SPAG17,1,Protein Coding
SPAG4,1,Protein Coding
SPAG5,1,Protein Coding
SPAG5-AS1,0,lncRNA
SPAG6,1,Protein Coding
SPAG7,0,Protein Coding
SPAG8,1,Protein Coding
SPAG9,1,Protein Coding
SPAM1,0,Protein Coding
SPANXA1,0,Protein Coding
SPANXA2,0,Protein Coding
SPANXA2-OT1,0,lncRNA
SPANXB1,0,Protein Coding
SPANXC,1,Protein Coding
SPANXD,0,Protein Coding
SPANXN3,0,Protein Coding
SPANXN5,0,Protein Coding
SPARC,1,Protein Coding
SPARCL1,1,Protein Coding
SPART,0,Protein Coding
SPAST,1,Protein Coding
SPATA1,0,Protein Coding
SPATA12,0,Protein Coding
SPATA13,1,Protein Coding
SPATA16,0,Protein Coding
SPATA17,1,Protein Coding
SPATA18,1,Protein Coding
SPATA19,0,Protein Coding
SPATA2,1,Protein Coding
SPATA20,1,Protein Coding
SPATA21,0,Protein Coding
SPATA22,0,Protein Coding
SPATA24,1,Protein Coding
SPATA25,0,Protein Coding
SPATA2L,1,Protein Coding
SPATA2P1,0,Pseudogene
SPATA3,0,Protein Coding
SPATA31A7,0,Protein Coding
SPATA31D2P,0,Pseudogene
SPATA31E1,0,Protein Coding
SPATA32,0,Protein Coding
SPATA33,1,Protein Coding
SPATA3-AS1,0,lncRNA
SPATA4,0,Protein Coding
SPATA41,0,lncRNA
SPATA45,0,Protein Coding
SPATA46,0,Protein Coding
SPATA48,0,Protein Coding
SPATA5,1,Protein Coding
SPATA5L1,0,Protein Coding
SPATA6,1,Protein Coding
SPATA6L,1,Protein Coding
SPATA7,1,Protein Coding
SPATA8,0,lncRNA
SPATA9,0,Protein Coding
SPATC1,1,Protein Coding
SPATC1L,1,Protein Coding
SPATS1,0,Protein Coding
SPATS2,1,Protein Coding
SPATS2L,1,Protein Coding
SPC24,1,Protein Coding
SPC25,1,Protein Coding
SPCS1,0,Protein Coding
SPCS2,1,Protein Coding
SPCS2P1,0,Pseudogene
SPCS2P3,0,Pseudogene
SPCS2P4,0,Pseudogene
SPCS3,0,Protein Coding
SPDEF,1,TF
SPDL1,0,Protein Coding
SPDYA,1,Protein Coding
SPDYC,0,Protein Coding
SPDYE16,1,Protein Coding
SPDYE2,0,Protein Coding
SPDYE2B,1,Protein Coding
SPDYE4,0,Protein Coding
SPDYE5,1,Protein Coding
SPDYE6,1,Protein Coding
SPDYE7P,0,Pseudogene
SPECC1,1,Protein Coding
SPECC1L,1,Protein Coding
SPECC1L-ADORA2A,0,other
SPEF1,0,Protein Coding
SPEF2,1,Protein Coding
SPEG,1,Protein Coding
SPEM1,0,Protein Coding
SPEM2,0,Protein Coding
SPEN,1,TF
SPESP1,0,Protein Coding
SPG11,0,Protein Coding
SPG21,0,Protein Coding
SPG7,0,Protein Coding
SPHK1,1,Protein Coding
SPHK2,1,Protein Coding
SPHKAP,0,Protein Coding
SPI1,1,TF
SPIB,0,TF
SPIC,1,TF
SPICE1,1,Protein Coding
SPIDR,0,Protein Coding
SPIN1,1,Protein Coding
SPIN2A,0,Protein Coding
SPIN2B,0,Protein Coding
SPIN3,1,Protein Coding
SPIN4,1,Protein Coding
SPIN4-AS1,0,lncRNA
SPINDOC,0,Protein Coding
SPINK1,1,Protein Coding
SPINK13,0,Protein Coding
SPINK14,0,Protein Coding
SPINK2,0,Protein Coding
SPINK4,0,Protein Coding
SPINK5,1,Protein Coding
SPINK6,1,Protein Coding
SPINK7,0,Protein Coding
SPINK9,0,Protein Coding
SPINT1,1,Protein Coding
SPINT1-AS1,1,lncRNA
SPINT2,1,Protein Coding
SPINT4,0,Protein Coding
SPIRE1,1,Protein Coding
SPIRE2,1,Protein Coding
SPN,1,Protein Coding
SPNS1,0,Protein Coding
SPNS2,1,Protein Coding
SPNS3,1,Protein Coding
SPO11,0,TF
SPOCD1,1,TF
SPOCK1,1,Protein Coding
SPOCK2,1,Protein Coding
SPOCK3,1,Protein Coding
SPON1,1,Protein Coding
SPON2,1,Protein Coding
SPOP,1,Protein Coding
SPOPL,1,Protein Coding
SPOUT1,1,Protein Coding
SPP1,1,Protein Coding
SPP2,0,Protein Coding
SPPL2A,0,Protein Coding
SPPL2B,0,Protein Coding
SPPL2C,0,Protein Coding
SPPL3,0,Protein Coding
SPR,1,Protein Coding
SPRED1,1,Protein Coding
SPRED2,1,Protein Coding
SPRED3,1,Protein Coding
SPRING1,0,Protein Coding
SPRN,0,Protein Coding
SPRR1A,1,Protein Coding
SPRR1B,1,Protein Coding
SPRR2A,0,Protein Coding
SPRR2D,0,Protein Coding
SPRR2E,0,Protein Coding
SPRR2F,0,Protein Coding
SPRR2G,1,Protein Coding
SPRR3,1,Protein Coding
SPRR4,0,Protein Coding
SPRTN,0,Protein Coding
SPRY1,1,Protein Coding
SPRY2,1,Protein Coding
SPRY3,1,Protein Coding
SPRY4,1,Protein Coding
SPRYD3,1,Protein Coding
SPRYD4,1,Protein Coding
SPRYD7,0,Protein Coding
SPSB1,1,Protein Coding
SPSB2,0,Protein Coding
SPSB3,1,Protein Coding
SPSB4,0,Protein Coding
SPTA1,1,Protein Coding
SPTAN1,1,Protein Coding
SPTB,1,Protein Coding
SPTBN1,1,Protein Coding
SPTBN2,0,Protein Coding
SPTBN4,1,Protein Coding
SPTBN5,0,Protein Coding
SPTLC1,0,Protein Coding
SPTLC2,1,Protein Coding
SPTLC3,1,Protein Coding
SPTSSA,1,Protein Coding
SPTSSB,1,Protein Coding
SPTY2D1,0,Protein Coding
SPTY2D1OS,0,Protein Coding
SPX,1,Protein Coding
SPZ1,0,TF
SQLE,0,Protein Coding
SQOR,0,Protein Coding
SQSTM1,0,TF
SRA1,1,TF
SRARP,0,Protein Coding
SRBD1,0,Protein Coding
SRC,1,Protein Coding
SRCAP,1,TF
SRCIN1,0,Protein Coding
SRD5A1,1,Protein Coding
SRD5A2,1,Protein Coding
SRD5A3,1,Protein Coding
SRD5A3-AS1,0,lncRNA
SRD5A3P1,0,Pseudogene
SREBF1,1,TF
SREBF2,1,TF
SREBF2-AS1,0,lncRNA
SREK1,0,Protein Coding
SREK1IP1,1,Protein Coding
SRF,1,TF
SRFBP1,0,Protein Coding
SRGAP1,1,Protein Coding
SRGAP2,1,Protein Coding
SRGAP2-AS1,1,lncRNA
SRGAP2B,1,Protein Coding
SRGAP2C,1,Protein Coding
SRGAP3,1,Protein Coding
SRGAP3-AS2,0,lncRNA
SRGAP3-AS4,0,lncRNA
SRGN,1,Protein Coding
SRI,1,Protein Coding
SRL,0,Protein Coding
SRM,1,Protein Coding
SRMS,1,Protein Coding
SRP14,0,Protein Coding
SRP19,0,Protein Coding
SRP54,1,Protein Coding
SRP68,1,Protein Coding
SRP72,0,Protein Coding
SRP72P2,0,Pseudogene
SRP9,1,Protein Coding
SRP9P1,0,Pseudogene
SRPK1,1,Protein Coding
SRPK2,0,Protein Coding
SRPK3,0,Protein Coding
SRPRA,1,Protein Coding
SRPRB,1,Protein Coding
SRPX,1,Protein Coding
SRPX2,1,Protein Coding
SRR,1,Protein Coding
SRRD,0,Protein Coding
SRRM1,1,TF
SRRM1P3,0,Pseudogene
SRRM2,1,Protein Coding
SRRM2-AS1,0,lncRNA
SRRM3,1,Protein Coding
SRRM4,1,Protein Coding
SRRM5,0,Protein Coding
SRRT,1,Protein Coding
SRSF1,0,TF
SRSF10,0,Protein Coding
SRSF11,0,Protein Coding
SRSF12,0,Protein Coding
SRSF2,1,TF
SRSF3,1,TF
SRSF4,0,Protein Coding
SRSF5,1,TF
SRSF6,0,TF
SRSF7,1,Protein Coding
SRSF8,0,Protein Coding
SRSF9,1,TF
SRSF9P1,0,Pseudogene
SRXN1,1,Protein Coding
SRY,0,TF
SS18,1,Protein Coding
SS18L1,1,TF
SS18L2,1,Protein Coding
SSB,0,TF
SSBP1,0,Protein Coding
SSBP2,0,TF
SSBP3,1,TF
SSBP3-AS1,0,lncRNA
SSBP4,1,TF
SSC4D,0,Protein Coding
SSC5D,1,Protein Coding
SSH1,1,TF
SSH2,1,TF
